selected_tau_track_fraction,selected_memory_column,baseline_test_rmse,augmented_test_rmse,fractional_test_improvement,permutation
0.02,memory_tau_0.02,0.2787917521096492,0.2770561143273429,0.006225570768046461,86
0.02,memory_tau_0.02,0.2787917521096492,0.27699349896302794,0.006450166237034111,87
0.02,memory_tau_0.02,0.2787917521096492,0.27705446446921,0.006231488655216387,88
0.02,memory_tau_0.02,0.2787917521096492,0.27694890191140037,0.006610131699749919,89
0.02,memory_tau_0.02,0.2787917521096492,0.2770587137304978,0.006216246951487254,90
0.02,memory_tau_0.02,0.2787917521096492,0.2770366324982186,0.006295450271212862,91
0.02,memory_tau_0.02,0.2787917521096492,0.27706154114325504,0.006206105285760558,92
0.02,memory_tau_0.02,0.2787917521096492,0.2770479355264201,0.006254907363770359,93
0.02,memory_tau_0.02,0.2787917521096492,0.27701540834118793,0.006371579341997944,94
0.02,memory_tau_0.02,0.2787917521096492,0.276936567178001,0.006654375237465814,95
0.02,memory_tau_0.02,0.2787917521096492,0.27706459052573773,0.006195167435341332,96
0.02,memory_tau_0.02,0.2787917521096492,0.276994276727084,0.006447376469940348,97
0.02,memory_tau_0.02,0.2787917521096492,0.2770448031753664,0.006266142814711788,98
0.02,memory_tau_0.02,0.2787917521096492,0.27702361572445044,0.006342140224088577,99
0.02,memory_tau_0.02,0.2787917521096492,0.2769541118410221,0.006591444168349528,100
0.02,memory_tau_0.02,0.2787917521096492,0.2770270383974207,0.006329863415523166,101
0.02,memory_tau_0.02,0.2787917521096492,0.2769761230611008,0.006512491975854018,102
0.02,memory_tau_0.02,0.2787917521096492,0.27699341632267227,0.006450462660278502,103
0.02,memory_tau_0.02,0.2787917521096492,0.27705888854082994,0.006215619923137845,104
0.02,memory_tau_0.02,0.2787917521096492,0.2769668821780958,0.0065456381609010905,105
0.05,memory_tau_0.05,0.2787917521096492,0.2772338621298421,0.005588005986613202,106
0.02,memory_tau_0.02,0.2787917521096492,0.27699374917316405,0.006449268756623673,107
0.02,memory_tau_0.02,0.2787917521096492,0.27706860253915716,0.0061807767175777305,108
0.02,memory_tau_0.02,0.2787917521096492,0.27704027820212423,0.006282373471493842,109
0.02,memory_tau_0.02,0.2787917521096492,0.277029307271396,0.006321725176288541,110
0.02,memory_tau_0.02,0.2787917521096492,0.2770190309273889,0.006358585463328489,111
0.02,memory_tau_0.02,0.2787917521096492,0.2770298189912568,0.006319889684897957,112
