selected_tau_track_fraction,selected_memory_column,baseline_test_rmse,augmented_test_rmse,fractional_test_improvement,permutation
0.05,memory_tau_0.05,0.28414664836272024,0.28099874597331004,0.011078442795467469,159
0.02,memory_tau_0.02,0.28414664836272024,0.2805755144878753,0.012567925384382088,160
0.02,memory_tau_0.02,0.28414664836272024,0.2807393923268971,0.011991188548082751,161
0.02,memory_tau_0.02,0.28414664836272024,0.2806673658498783,0.012244672013166149,162
0.02,memory_tau_0.02,0.28414664836272024,0.2807148739671969,0.01207747624438839,163
0.02,memory_tau_0.02,0.28414664836272024,0.280667185119329,0.012245308059905907,164
0.02,memory_tau_0.02,0.28414664836272024,0.28073424332924124,0.012009309464467042,165
0.02,memory_tau_0.02,0.28414664836272024,0.2808170013493569,0.011718058377774634,166
0.02,memory_tau_0.02,0.28414664836272024,0.28071995133517713,0.012059607415002303,167
0.02,memory_tau_0.02,0.28414664836272024,0.2806480461461041,0.012312664030265381,168
0.02,memory_tau_0.02,0.28414664836272024,0.2806660923145248,0.012249153978238923,169
0.02,memory_tau_0.02,0.28414664836272024,0.28076530676025496,0.011899987636485917,170
0.02,memory_tau_0.02,0.28414664836272024,0.2806808380809766,0.012197259062227083,171
0.02,memory_tau_0.02,0.28414664836272024,0.28071956232581763,0.012060976459338192,172
0.02,memory_tau_0.02,0.28414664836272024,0.28068867528926006,0.012169677500633394,173
0.02,memory_tau_0.02,0.28414664836272024,0.28080907199039723,0.01174596424611884,174
0.02,memory_tau_0.02,0.28414664836272024,0.2807505909603459,0.011951777090959076,175
0.02,memory_tau_0.02,0.28414664836272024,0.2806548241698502,0.012288810066880077,176
0.02,memory_tau_0.02,0.28414664836272024,0.2806478131812986,0.01231348390551939,177
0.05,memory_tau_0.05,0.28414664836272024,0.2809676909703809,0.011187734962410493,178
0.02,memory_tau_0.02,0.28414664836272024,0.28066653415374937,0.012247599009256736,179
0.02,memory_tau_0.02,0.28414664836272024,0.2806095377148492,0.01244818711834966,180
0.02,memory_tau_0.02,0.28414664836272024,0.28077682718183516,0.011859443707333191,181
0.02,memory_tau_0.02,0.28414664836272024,0.28070864138488216,0.01209941063056067,182
0.02,memory_tau_0.02,0.28414664836272024,0.28068133217521546,0.0121955201916766,183
0.02,memory_tau_0.02,0.28414664836272024,0.2806331395609421,0.012365124917092322,184
0.02,memory_tau_0.02,0.28414664836272024,0.28068571514349894,0.012180095169742562,185
0.02,memory_tau_0.02,0.28414664836272024,0.28067034561362647,0.01223418530228865,186
0.02,memory_tau_0.02,0.28414664836272024,0.28077390956027526,0.011869711720616887,187
0.02,memory_tau_0.02,0.28414664836272024,0.2807039101363474,0.012116061358493045,188
0.02,memory_tau_0.02,0.28414664836272024,0.28076490074412447,0.01190141653291258,189
0.02,memory_tau_0.02,0.28414664836272024,0.2806753534295532,0.01221656124810546,190
0.02,memory_tau_0.02,0.28414664836272024,0.28062847263604834,0.012381549270223533,191
0.02,memory_tau_0.02,0.28414664836272024,0.2807782915710719,0.011854290068375286,192
0.02,memory_tau_0.02,0.28414664836272024,0.28074795720874146,0.011961046078010639,193
0.02,memory_tau_0.02,0.28414664836272024,0.2807445652940727,0.01197298327553978,194
0.02,memory_tau_0.02,0.28414664836272024,0.2806747763169017,0.012218592286144539,195
0.02,memory_tau_0.02,0.28414664836272024,0.2806175587339301,0.012419958669669759,196
0.02,memory_tau_0.02,0.28414664836272024,0.28073838032679277,0.01199475008966756,197
0.02,memory_tau_0.02,0.28414664836272024,0.28064072050898314,0.01233844521460516,198
0.02,memory_tau_0.02,0.28414664836272024,0.2807534239444737,0.0119418069429944,199
